HourlyActiveSessions,HourlyActiveUsers,EventUtcYear,EventUtcMonth,EventUtcDay,EventUtcHour
97761,97332,2017,1,21,18
90342,89909,2017,1,28,20
82538,82189,2017,2,8,10
73084,72773,2017,2,10,8
162667,162092,2017,2,10,18
52401,52203,2017,2,18,10
108424,108006,2017,1,24,23
222883,222152,2017,1,26,15
194442,193748,2017,1,26,18
65258,64961,2017,1,28,12
178904,178222,2017,2,16,19
86310,85920,2017,2,19,16
198225,197488,2017,1,27,16
201254,200507,2017,1,30,18
185136,184682,2017,2,2,13
84103,83739,2017,2,13,2
181341,180680,2017,1,26,20
91580,91160,2017,1,9,9
76159,75878,2017,2,3,4
69083,68773,2017,2,4,3
208422,207699,2017,2,9,16
84554,84195,2017,2,16,9
114686,114345,2017,2,24,12
84719,84287,2017,1,4,10
88247,87877,2017,1,10,4
87254,86858,2017,1,15,22
88499,88104,2017,1,22,15
87013,86693,2017,1,28,14
91265,90827,2017,2,5,19
60961,60716,2017,2,19,5
117708,117264,2017,1,12,0
99095,98493,2017,2,25,17
164192,163495,2017,1,5,20
74705,74402,2017,1,20,5
85173,84773,2017,1,28,21
95486,95075,2017,1,29,19
76326,76032,2017,1,30,6
63536,63303,2017,2,5,12
62020,61780,2017,2,12,5
71128,70697,2017,2,25,3
265928,265114,2017,1,9,15
174657,173976,2017,1,12,21
57112,56881,2017,1,15,9
155527,154874,2017,1,16,20
194362,193652,2017,1,20,16
68265,67959,2017,1,21,12
68375,68054,2017,1,28,2
79558,79198,2017,2,7,7
72379,72049,2017,2,19,23
169794,169098,2017,2,23,19
105812,105202,2017,2,28,1
148074,147413,2017,1,6,21
59405,59148,2017,1,21,6
78409,78115,2017,1,30,4
57631,57287,2017,2,25,7
68288,68014,2017,1,7,12
113196,112751,2017,1,10,0
90794,90384,2017,1,12,7
192908,192260,2017,2,14,14
73667,73319,2017,2,24,9
81458,81091,2017,1,3,6
82188,81814,2017,1,5,6
89801,89423,2017,1,6,3
76158,75844,2017,1,6,5
78769,78430,2017,1,24,7
155203,154606,2017,2,13,21
195134,194642,2017,2,21,13
72022,71727,2017,1,26,5
57003,56763,2017,2,5,11
60560,60304,2017,2,11,5
214703,213955,2017,1,13,15
77503,77182,2017,1,15,13
65690,65423,2017,1,29,4
222052,221308,2017,2,2,15
93669,93287,2017,2,11,15
79426,79083,2017,2,15,2
83832,83447,2017,2,15,11
101693,101283,2017,2,22,23
122564,122093,2017,2,23,22
244547,243381,2017,2,27,13
76519,76193,2017,2,2,6
70429,70127,2017,2,3,5
67159,66884,2017,2,5,3
77536,77214,2017,2,6,2
159299,158674,2017,2,6,21
86504,86193,2017,2,15,0
77615,77299,2017,2,21,6
162196,161611,2017,2,24,18
81809,81319,2017,2,25,0
157936,157310,2017,1,20,20
151276,150739,2017,2,17,19
85893,85530,2017,2,19,17
100464,100072,2017,2,21,23
145296,144724,2017,2,23,21
88613,88059,2017,2,27,0
189425,188607,2017,1,11,17
99918,99508,2017,1,17,11
139287,138468,2017,2,27,22
118747,118270,2017,1,9,23
88147,87769,2017,1,23,9
164014,163357,2017,2,8,18
52562,52354,2017,2,18,8
74752,74431,2017,2,19,22
160665,159960,2017,2,22,19
75045,74628,2017,1,1,22
117134,116735,2017,1,2,13
103425,102992,2017,1,13,2
70603,70275,2017,1,22,1
81126,80803,2017,1,28,0
140940,140450,2017,2,1,13
117616,117257,2017,2,3,12
124565,124048,2017,2,7,22
65276,64985,2017,2,12,3
89146,88815,2017,2,13,1
79403,79042,2017,2,22,7
239145,238608,2017,1,9,13
85047,84666,2017,1,13,9
101132,100697,2017,1,13,23
250770,250250,2017,1,23,13
78911,78570,2017,2,11,0
209582,208881,2017,2,16,16
159756,159078,2017,1,11,21
60377,60127,2017,1,21,11
96516,96082,2017,2,11,16
84734,84318,2017,2,11,20
243288,242750,2017,2,13,13
90932,90569,2017,2,16,11
96830,96481,2017,2,20,11
72239,71899,2017,1,1,23
85454,85109,2017,1,5,10
81780,81413,2017,1,10,5
96559,96170,2017,1,23,1
77002,76650,2017,1,25,6
78157,77845,2017,1,30,3
107859,107414,2017,2,2,23
92685,92311,2017,2,23,2
83377,82958,2017,1,8,23
84935,84551,2017,1,23,8
78200,77864,2017,1,24,5
207370,206618,2017,2,6,17
148122,147533,2017,2,7,21
70452,70168,2017,2,17,6
79103,78753,2017,2,21,7
105359,104669,2017,2,27,11
74338,74020,2017,1,6,8
61101,60829,2017,1,8,6
49067,48862,2017,1,1,6
128475,127905,2017,1,2,17
102252,101790,2017,1,6,1
96429,95977,2017,1,17,2
120861,120522,2017,1,27,12
164940,164317,2017,2,1,17
52585,52358,2017,2,5,9
80035,79754,2017,2,9,5
91783,91446,2017,2,17,1
201789,201033,2017,1,24,16
94337,93948,2017,2,14,23
100538,100146,2017,2,15,23
198934,198328,2017,2,23,14
200255,199574,2017,2,23,15
58827,58500,2017,2,25,11
195903,195155,2017,1,4,15
91500,91106,2017,1,8,15
74105,73824,2017,1,15,4
57405,57146,2017,1,15,8
157507,156845,2017,1,25,20
135765,135259,2017,1,30,22
145133,144584,2017,1,31,21
198626,197863,2017,1,3,18
104009,103482,2017,1,7,18
92487,92109,2017,1,18,3
82338,81950,2017,1,18,7
95605,95231,2017,1,25,1
83581,83230,2017,2,18,19
82921,82562,2017,2,19,18
158823,158263,2017,1,4,13
197482,196664,2017,1,10,17
206628,205846,2017,1,12,18
88290,87930,2017,1,13,4
103128,102707,2017,1,14,15
85780,85446,2017,1,15,14
89553,89127,2017,1,17,10
113587,113150,2017,1,18,12
179528,178848,2017,1,27,17
179928,179253,2017,2,7,17
72779,72505,2017,2,17,7
60305,60000,2017,1,1,0
183599,182855,2017,1,25,16
72092,71758,2017,2,4,23
109334,108915,2017,2,10,22
82010,81621,2017,2,22,10
84706,84387,2017,2,23,4
86161,85802,2017,1,15,23
104496,104117,2017,1,20,0
259985,259204,2017,1,23,15
86411,86019,2017,1,29,15
84409,84058,2017,2,3,11
67847,67560,2017,2,11,3
188986,188308,2017,2,16,17
183140,182487,2017,2,17,16
125728,125177,2017,1,16,22
95805,95424,2017,1,22,16
85772,85186,2017,2,27,4
114706,114256,2017,1,13,0
159771,159131,2017,2,10,19
195656,194892,2017,2,14,15
171160,170503,2017,2,15,14
52226,52008,2017,2,19,10
80990,80524,2017,2,25,13
97166,96718,2017,1,28,18
75917,75592,2017,2,24,4
189420,188699,2017,1,13,17
221428,220846,2017,1,17,13
78224,77898,2017,2,19,21
170214,169604,2017,2,21,19
168113,167086,2017,2,27,21
122678,122168,2017,1,13,22
113914,113448,2017,1,17,23
73733,73439,2017,1,22,13
218700,217987,2017,1,23,17
104434,104049,2017,2,7,23
82871,82547,2017,2,23,7
270922,270306,2017,1,3,13
81225,80872,2017,1,4,6
82616,82232,2017,1,6,4
96072,95648,2017,1,13,3
86386,85982,2017,1,30,10
203420,202105,2017,2,28,15
166585,165870,2017,1,25,18
202605,201992,2017,1,27,14
166767,166244,2017,1,31,13
94030,93469,2017,2,26,16
82205,81810,2017,1,1,19
103448,103058,2017,1,19,1
85200,84839,2017,1,25,3
82823,82473,2017,1,30,9
93938,93572,2017,2,2,0
170040,169358,2017,2,9,20
203770,203074,2017,2,13,17
164145,163704,2017,2,17,13
86954,86570,2017,2,20,9
95331,94923,2017,2,20,23
158681,158078,2017,2,23,20
57524,57195,2017,2,26,11
90748,90322,2017,1,10,10
170280,169630,2017,1,27,18
166515,165876,2017,1,27,19
103913,103531,2017,1,9,11
95429,95002,2017,1,11,9
144730,144146,2017,1,25,21
81239,80874,2017,1,30,0
81288,80977,2017,1,3,5
91924,91501,2017,1,5,3
139870,139319,2017,1,27,21
216043,215351,2017,2,2,16
68825,68495,2017,2,5,23
88780,88406,2017,2,16,2
180671,180029,2017,2,16,18
91724,91330,2017,2,18,16
79861,79550,2017,2,23,5
73648,73307,2017,1,8,0
163743,163099,2017,2,17,17
90116,89616,2017,2,26,15
93291,92706,2017,2,26,19
78476,78169,2017,1,26,4
176698,176050,2017,2,6,20
82093,81780,2017,2,20,6
254199,253676,2017,1,30,13
196539,195863,2017,2,2,17
53156,52926,2017,2,4,9
83202,82846,2017,2,9,4
163873,163226,2017,2,14,19
85335,84982,2017,2,17,2
76919,76600,2017,2,19,14
82384,82055,2017,1,25,4
73827,73499,2017,2,3,8
85100,84720,2017,2,8,3
136368,135925,2017,1,12,12
86192,85783,2017,1,21,21
88656,87966,2017,2,28,9
91014,90570,2017,1,7,21
207967,207208,2017,1,13,16
202897,202369,2017,1,16,13
56254,56033,2017,1,21,7
49448,49225,2017,1,1,11
110069,109585,2017,1,11,1
187923,187408,2017,1,13,13
83997,83610,2017,2,2,3
88210,87808,2017,2,3,2
80457,80120,2017,2,20,0
79991,79442,2017,2,28,5
55828,55582,2017,1,8,8
81034,80668,2017,1,29,23
78381,78031,2017,2,2,7
76018,75671,2017,2,3,9
91706,91302,2017,2,7,2
87321,87012,2017,2,9,3
70248,69932,2017,1,2,7
76095,75774,2017,1,7,2
259179,258462,2017,1,30,15
89213,88830,2017,1,31,2
73379,73081,2017,2,1,7
97862,97468,2017,2,7,1
172165,171658,2017,2,10,13
87424,87038,2017,2,13,10
180484,179730,2017,2,15,15
55636,55261,2017,2,25,8
53984,53702,2017,1,1,3
125197,124634,2017,1,2,18
103841,103385,2017,1,3,1
97258,96835,2017,1,18,2
174551,173891,2017,1,25,14
160314,159668,2017,2,1,18
95127,94744,2017,2,17,0
70605,70287,2017,2,18,1
102825,102365,2017,1,2,22
70091,69782,2017,1,22,2
91040,90683,2017,1,24,11
174934,174279,2017,1,24,19
82819,82456,2017,1,30,1
117850,117398,2017,2,1,22
126942,126582,2017,2,2,12
119755,119291,2017,2,8,22
63520,63196,2017,2,12,2
90827,90457,2017,2,22,1
81567,81207,2017,2,22,8
244958,244114,2017,1,3,16
92263,91875,2017,1,16,3
165810,165189,2017,2,3,18
66432,66138,2017,2,18,3
88387,88028,2017,2,24,2
57772,57427,2017,2,26,7
84013,83621,2017,1,24,10
113161,112675,2017,1,18,23
185100,184411,2017,1,19,19
206676,205921,2017,1,23,18
85856,85452,2017,1,25,11
86657,86302,2017,1,26,11
84610,84248,2017,2,8,9
83525,83152,2017,2,9,8
74670,74364,2017,1,8,13
82478,82099,2017,1,13,8
96866,96459,2017,2,4,15
86407,86025,2017,2,8,11
51499,51278,2017,2,11,8
75082,74768,2017,2,15,4
173774,173118,2017,2,7,19
183914,183229,2017,2,9,18
52231,52022,2017,2,18,9
54010,53759,2017,2,19,7
63023,62742,2017,1,28,4
54543,54303,2017,1,29,6
52202,51976,2017,1,29,7
86927,86556,2017,2,12,15
105462,105033,2017,2,15,12
72038,71699,2017,1,2,0
148593,148039,2017,1,12,22
65222,64972,2017,1,22,12
72768,72431,2017,1,28,23
94781,94403,2017,2,1,0
213404,212678,2017,1,30,17
163856,163286,2017,1,30,21
198118,197479,2017,2,10,15
79351,78999,2017,2,15,10
161359,160715,2017,2,15,19
140670,140132,2017,2,17,20
82521,82184,2017,2,19,15
158640,158031,2017,2,20,17
102744,102135,2017,2,25,16
86027,85651,2017,1,4,4
77142,76787,2017,1,6,10
84452,84084,2017,1,10,6
93666,93257,2017,1,15,21
98100,97715,2017,1,21,15
191004,190329,2017,2,13,18
74885,74630,2017,2,18,13
82696,82320,2017,1,5,7
66321,66023,2017,1,7,5
81866,81507,2017,1,31,10
162865,161901,2017,2,24,19
63351,62939,2017,2,25,5
97372,96943,2017,1,8,16
90180,89750,2017,1,16,8
268919,268254,2017,2,13,14
162948,162449,2017,2,14,13
55896,55655,2017,1,29,11
95045,94667,2017,1,29,17
78066,77698,2017,1,7,23
84295,83928,2017,1,23,7
72706,72398,2017,2,6,0
140233,139634,2017,2,8,21
80151,79786,2017,2,21,8
79027,78701,2017,1,30,2
192839,192271,2017,2,24,14
111326,110665,2017,2,24,22
82446,82054,2017,1,1,18
102126,101723,2017,1,18,1
165855,165446,2017,1,30,12
76499,76195,2017,2,11,13
102814,102472,2017,2,13,11
125595,125134,2017,2,17,21
185143,184495,2017,2,21,17
185502,184690,2017,1,11,19
99349,98904,2017,1,15,20
93099,92736,2017,1,19,11
207795,207027,2017,1,20,15
108920,108509,2017,2,6,23
101926,101528,2017,2,7,0
176869,176367,2017,2,9,13
85341,84955,2017,2,13,9
153368,152763,2017,2,14,20
206137,205572,2017,2,20,14
81377,81043,2017,2,23,6
50953,50742,2017,1,29,9
111917,111479,2017,1,30,23
152880,152302,2017,2,16,21
208959,208236,2017,2,21,16
100706,100249,2017,1,11,11
84334,83959,2017,1,1,17
262803,261957,2017,1,3,15
74290,73983,2017,1,15,3
102202,101740,2017,1,17,1
83189,82806,2017,2,3,3
46454,46239,2017,1,1,7
81580,81235,2017,1,7,1
150035,149425,2017,1,24,21
252637,252123,2017,2,6,13
82287,81959,2017,2,13,6
162505,161813,2017,1,16,19
210298,209568,2017,1,19,16
81289,80957,2017,2,12,22
108480,108056,2017,2,22,12
133554,133023,2017,1,2,15
73790,73458,2017,1,15,2
58744,58473,2017,1,28,5
96338,95996,2017,1,31,1
179564,178872,2017,2,1,15
82699,82349,2017,2,15,1
91077,90676,2017,1,5,11
88986,88634,2017,1,11,5
104390,103931,2017,1,17,0
82733,82207,2017,2,27,5
196347,195608,2017,1,9,20
104738,104225,2017,1,14,18
187189,186534,2017,1,18,14
80413,80016,2017,1,20,9
177877,177277,2017,1,24,18
76498,76153,2017,1,27,9
220345,219737,2017,2,2,14
195054,194423,2017,2,3,15
86807,86429,2017,2,5,15
123555,123151,2017,2,9,12
52519,52295,2017,2,12,9
90367,90009,2017,2,14,2
77673,77368,2017,2,15,3
72092,71811,2017,2,15,5
50504,50279,2017,1,1,5
97611,97196,2017,1,5,1
81117,80753,2017,2,8,8
173634,172964,2017,2,8,14
78869,78511,2017,2,14,8
97851,97473,2017,1,2,12
110476,109977,2017,1,12,2
162128,161462,2017,1,13,20
101115,100636,2017,1,15,19
213092,212382,2017,1,19,15
181438,180881,2017,1,20,13
90057,89652,2017,1,24,3
77102,76806,2017,1,28,13
104679,104306,2017,2,1,12
64283,63988,2017,2,12,1
241434,239905,2017,2,27,16
92788,92406,2017,1,29,16
98769,98175,2017,2,25,15
84193,83842,2017,2,13,0
90368,89804,2017,2,26,20
192323,191596,2017,1,6,17
164898,164221,2017,1,16,18
81126,80764,2017,1,17,6
196400,195580,2017,1,18,16
79856,79577,2017,1,27,4
73590,73295,2017,1,31,6
122496,121791,2017,2,28,12
45816,45620,2017,1,1,10
73453,73100,2017,1,2,2
100377,99937,2017,1,3,0
83992,83597,2017,1,5,8
100959,100483,2017,1,7,15
66430,66145,2017,1,8,5
107507,107056,2017,1,10,1
59136,58867,2017,1,15,7
85513,85183,2017,2,1,2
91776,91412,2017,2,2,1
91609,91106,2017,2,25,14
104850,104238,2017,2,28,23
165627,164915,2017,1,10,21
131955,131360,2017,1,18,22
55633,55393,2017,1,21,10
96765,96333,2017,1,22,18
94655,94215,2017,2,4,18
63950,63692,2017,2,18,4
87236,86840,2017,1,5,9
83147,82849,2017,1,9,5
83966,83620,2017,1,27,3
154852,154274,2017,2,17,18
91020,90597,2017,2,18,17
55674,55359,2017,2,25,10
118993,118489,2017,1,10,23
90381,89985,2017,1,23,10
100226,99762,2017,1,28,17
175220,174769,2017,1,3,12
104232,103830,2017,1,12,3
142671,142203,2017,1,25,13
71816,71488,2017,2,24,6
